path,role,process,state,truth_source,downstream_target,exit_condition,post_exit_disposition,literal_code_consumers
modules/tacz_adapter/weapon-sources/native_ump45/build-report.json,current-active-asset,process-active,awaiting-absorption,corresponding author inputs and generator,source regeneration and comparison,next generator run supersedes this snapshot,regenerate through owner tool; do not hand edit,
modules/tacz_adapter/weapon-sources/native_ump45/source-audit.json,current-active-asset,process-active,awaiting-absorption,corresponding author inputs and generator,source regeneration and comparison,next generator run supersedes this snapshot,regenerate through owner tool; do not hand edit,
modules/tacz_adapter/weapon-sources/native_uzi/build-report.json,current-active-asset,process-active,awaiting-absorption,corresponding author inputs and generator,source regeneration and comparison,next generator run supersedes this snapshot,regenerate through owner tool; do not hand edit,
modules/tacz_adapter/weapon-sources/native_uzi/source-audit.json,current-active-asset,process-active,awaiting-absorption,corresponding author inputs and generator,source regeneration and comparison,next generator run supersedes this snapshot,regenerate through owner tool; do not hand edit,
modules/tacz_adapter/weapon-sources/optics/README.md,global-asset,not-process,current,"current code, author inputs and accepted scope",current maintainers,replace only when implementation or accepted contract changes,maintain current entry; preserve historical evidence separately,
modules/weapon_assembly/README.md,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/weapon_assembly/docs/fixture-source.json,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/weapon_assembly/docs/gunsmith原型梳理.md,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/weapon_assembly/docs/model-fixtures-verification.json,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/weapon_assembly/docs/verification.json,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/weapon_assembly/docs/测试策略.md,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/weapon_assembly/docs/界面接入方案.md,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/weapon_assembly/docs/算法合同.md,global-asset,not-process,current,"current code, author inputs and accepted scope",current maintainers,replace only when implementation or accepted contract changes,maintain current entry; preserve historical evidence separately,
modules/weapon_assembly/docs/验证记录.md,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/weapon_assembly/model-fixtures/README.md,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/weapon_assembly/src/main/resources/META-INF/licenses/EFTForge-MIT.txt,global-asset,not-process,current,corresponding dated source commit and frozen evidence,all distributors,never remove required attribution,preserve unchanged,
modules/weapon_assembly_ui/README.md,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/weapon_assembly_ui/docs/verification.json,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/weapon_assembly_ui/docs/组装台完整方案.md,current-active-asset,process-active,awaiting-review,"current code, author inputs and accepted scope",workbench behavior and acceptance owner,its own product acceptance matrix resolved,retain contract and renderer follow-up condition,
modules/weapon_assembly_ui/材质使用说明.md,deprecated-asset,process-closed,closed,canonical-firearm-cutover.md and removal of legacy production source,source/design traceback,batch evidence retained; no current execution authorization,retain with retired-production marker; never execute old commands,
modules/weapon_runtime/README.md,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
readme.md,global-asset,not-process,current,"current code, author inputs and accepted scope",current maintainers,replace only when implementation or accepted contract changes,maintain current entry; preserve historical evidence separately,
src/main/resources/assets/tacz/custom/tacz_default_gun/README.txt,current-active-asset,not-process,current,runtime resource consumers,loader or upstream resource instructions,consumer removal requires separate dependency proof,untouched operational text resource,
src/main/resources/kubejs.classfilter.txt,current-active-asset,not-process,current,runtime resource consumers,loader or upstream resource instructions,consumer removal requires separate dependency proof,untouched operational text resource,
src/main/resources/kubejs.plugins.txt,current-active-asset,not-process,current,runtime resource consumers,loader or upstream resource instructions,consumer removal requires separate dependency proof,untouched operational text resource,
status.md,global-asset,not-process,current,"current code, author inputs and accepted scope",current maintainers,replace only when implementation or accepted contract changes,maintain current entry; preserve historical evidence separately,
tools/native_attachments/README.md,global-asset,not-process,current,"current code, author inputs and accepted scope",current maintainers,replace only when implementation or accepted contract changes,maintain current entry; preserve historical evidence separately,
tools/native_guns/README.md,global-asset,not-process,current,"current code, author inputs and accepted scope",current maintainers,replace only when implementation or accepted contract changes,maintain current entry; preserve historical evidence separately,
